text,count,files,kinds,firstFile
"= 0 && step",1,1,"jsx-text","hooks/use-onboarding.ts"
"(db: IDBDatabase, store: string, key: string): Promise",1,1,"jsx-text","hooks/useOfflineSync.ts"
"(db: IDBDatabase, store: string): Promise",1,1,"jsx-text","hooks/useOfflineSync.ts"
"ids — registered by",1,1,"jsx-text","lib/chartPalette.ts"
"` and `__clerk_db_jwt_",1,1,"jsx-text","lib/clerk-session-detect.ts"
"= 500 && status",1,1,"jsx-text","lib/error-utils.ts"
"= 500 && code",1,1,"jsx-text","lib/error-utils.ts"
"Record",1,1,"jsx-text","lib/optimistic-mutation.ts"
"(variables: TVariables): Record",1,1,"jsx-text","lib/optimistic-mutation.ts"
"QueryFunction",1,1,"jsx-text","lib/queryClient.ts"
"XP points",1,1,"jsx-text","pages/academy.tsx"
"Day streak",1,1,"jsx-text","pages/academy.tsx"
"Courses done",1,1,"jsx-text","pages/academy.tsx"
"Achievement badges",1,1,"jsx-text","pages/academy.tsx"
"g.pct",1,1,"jsx-text","pages/academy.tsx"
"Based on your completion progress per track",1,1,"jsx-text","pages/academy.tsx"
"div]:bg-acr-neg' : gap.pct",1,1,"jsx-text","pages/academy.tsx"
"AI-curated based on your learning progress and goals",1,1,"jsx-text","pages/academy.tsx"
"Personalization settings for your learning experience",1,1,"jsx-text","pages/academy.tsx"
"Learning goal",1,1,"jsx-text","pages/academy.tsx"
"AcreOS Academy",1,1,"jsx-text","pages/academy.tsx"
"What you&apos;ll learn:",1,1,"jsx-text","pages/academy.tsx"
"Last sign-in",1,1,"jsx-text","pages/account-security.tsx"
"No active sessions.",1,1,"jsx-text","pages/account-security.tsx"
"Device",1,1,"jsx-text","pages/account-security.tsx"
"Total opportunities",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Hot (80+ score)",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Last scan",1,1,"jsx-text","pages/acquisition-radar.tsx"
"All opportunities",1,1,"jsx-text","pages/acquisition-radar.tsx"
"By market",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Undervalued — price below comparable values",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Motivated seller — signals suggest urgency",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Market shift — recent trend change",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Off market — not publicly listed",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Minimum score",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Min score: 40",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Min score: 60",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Hot only (80+)",1,1,"jsx-text","pages/acquisition-radar.tsx"
"No opportunities found.",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Adjust filters or configure the radar to scan your target markets.",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Top markets by avg opportunity score",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Counties with highest-quality acquisition opportunities.",1,1,"jsx-text","pages/acquisition-radar.tsx"
"No market data available yet.",1,1,"jsx-text","pages/acquisition-radar.tsx"
"Min score",1,1,"prop:placeholder","pages/acquisition-radar.tsx"
"Price vs. assessed value",1,1,"prop:label","pages/acquisition-radar.tsx"
"Seller motivation",1,1,"prop:label","pages/acquisition-radar.tsx"
"Market velocity",1,1,"prop:label","pages/acquisition-radar.tsx"
"Comparable spreads",1,1,"prop:label","pages/acquisition-radar.tsx"
"Environmental risk",1,1,"prop:label","pages/acquisition-radar.tsx"
"Owner signals",1,1,"prop:label","pages/acquisition-radar.tsx"
"Activity feed",1,1,"jsx-text","pages/activity.tsx"
"All actions across your organization.",1,1,"jsx-text","pages/activity.tsx"
"Everything you need before you reply.",1,1,"jsx-text","pages/admin-support.tsx"
"Signup",1,1,"jsx-text","pages/admin-support.tsx"
"Open tickets",1,1,"jsx-text","pages/admin-support.tsx"
"No recent activity in audit log.",1,1,"jsx-text","pages/admin-support.tsx"
"No prior human-support notes.",1,1,"jsx-text","pages/admin-support.tsx"
"Click to insert into the composer.",1,1,"jsx-text","pages/admin-support.tsx"
"Admin support dashboard",1,1,"jsx-text","pages/admin-support.tsx"
"Manage escalated support cases and track resolution metrics.",1,1,"jsx-text","pages/admin-support.tsx"
"SLA breach —",1,1,"jsx-text","pages/admin-support.tsx"
"Cases requiring human attention",1,1,"jsx-text","pages/admin-support.tsx"
"No escalated cases",1,1,"jsx-text","pages/admin-support.tsx"
"Escalation reason:",1,1,"jsx-text","pages/admin-support.tsx"
"Response to user",1,1,"jsx-text","pages/admin-support.tsx"
"Total cases",1,1,"prop:title","pages/admin-support.tsx"
"Open cases",1,1,"prop:title","pages/admin-support.tsx"
"Auto-resolve rate",1,1,"prop:title","pages/admin-support.tsx"
"Average satisfaction",1,1,"prop:title","pages/admin-support.tsx"
"Type your response to the user…",1,1,"prop:placeholder","pages/admin-support.tsx"
"Admin support",1,1,"prop:label","pages/admin-support.tsx"
"Consensus",1,1,"jsx-text","pages/agent-collaboration.tsx"
"Delegate task to agent",1,1,"jsx-text","pages/agent-collaboration.tsx"
"Context",1,1,"jsx-text","pages/agent-collaboration.tsx"
"Founder override — CEO authority",1,1,"jsx-text","pages/agent-collaboration.tsx"
"Override action",1,1,"jsx-text","pages/agent-collaboration.tsx"
"Start consensus vote",1,1,"jsx-text","pages/agent-collaboration.tsx"
"Topic",1,1,"jsx-text","pages/agent-collaboration.tsx"
"Describe the task…",1,1,"prop:placeholder","pages/agent-collaboration.tsx"
"Additional context or instructions…",1,1,"prop:placeholder","pages/agent-collaboration.tsx"
"What should the agent do instead?",1,1,"prop:placeholder","pages/agent-collaboration.tsx"
"Why are you overriding this decision?",1,1,"prop:placeholder","pages/agent-collaboration.tsx"
"What should the team decide?",1,1,"prop:placeholder","pages/agent-collaboration.tsx"
"Autonomy level",1,1,"jsx-text","pages/agent-command-center.tsx"
"Always auto-approve",1,1,"jsx-text","pages/agent-command-center.tsx"
"Always require approval",1,1,"jsx-text","pages/agent-command-center.tsx"
"Max actions per day",1,1,"jsx-text","pages/agent-command-center.tsx"
"Notify on each action",1,1,"jsx-text","pages/agent-command-center.tsx"
"Custom instructions",1,1,"jsx-text","pages/agent-command-center.tsx"
"Awaiting approval",1,1,"jsx-text","pages/agent-command-center.tsx"
"Actions today",1,1,"jsx-text","pages/agent-command-center.tsx"
"Task log",1,1,"jsx-text","pages/agent-command-center.tsx"
"Intelligent autonomy system",1,1,"jsx-text","pages/agent-command-center.tsx"
"Risk classification guide",1,1,"jsx-text","pages/agent-command-center.tsx"
"Auto-execute",1,1,"jsx-text","pages/agent-command-center.tsx"
"Research, data lookups, drafts, calculations.",1,1,"jsx-text","pages/agent-command-center.tsx"
"Risk score: 0–25",1,1,"jsx-text","pages/agent-command-center.tsx"
"Needs approval",1,1,"jsx-text","pages/agent-command-center.tsx"
"Outbound comms, scheduling, data writes.",1,1,"jsx-text","pages/agent-command-center.tsx"
"Risk score: 26–75",1,1,"jsx-text","pages/agent-command-center.tsx"
"Always escalate",1,1,"jsx-text","pages/agent-command-center.tsx"
"Offers, contracts, financial commitments.",1,1,"jsx-text","pages/agent-command-center.tsx"
"Risk score: 76–100",1,1,"jsx-text","pages/agent-command-center.tsx"
"All tasks",1,1,"jsx-text","pages/agent-command-center.tsx"
"e.g. Only send emails on weekdays. Never contact leads marked as DNC.",1,1,"prop:placeholder","pages/agent-command-center.tsx"
"Each task will be queued for autonomous execution. This includes any high-risk actions (offers, contracts, outbound comms) that were escalated for review.",1,1,"prop:description","pages/agent-command-center.tsx"
"Loading agent detail…",1,1,"jsx-text","pages/agent-detail.tsx"
"No agent found with codename:",1,1,"jsx-text","pages/agent-detail.tsx"
"Resume",1,1,"jsx-text","pages/agent-detail.tsx"
"Pause",1,1,"jsx-text","pages/agent-detail.tsx"
"Trust level",1,1,"jsx-text","pages/agent-detail.tsx"
"Actions taken",1,1,"jsx-text","pages/agent-detail.tsx"
"Authority levels",1,1,"jsx-text","pages/agent-detail.tsx"
"Action audit log",1,1,"jsx-text","pages/agent-detail.tsx"
"Ask a question grounded in live data.",1,1,"jsx-text","pages/agent-detail.tsx"
"Trust scores",1,1,"jsx-text","pages/agent-performance.tsx"
"Total attributed revenue",1,1,"jsx-text","pages/agent-performance.tsx"
"Attribution nodes",1,1,"jsx-text","pages/agent-performance.tsx"
"Top contributor",1,1,"jsx-text","pages/agent-performance.tsx"
"Revenue by agent",1,1,"jsx-text","pages/agent-performance.tsx"
"Overall trust",1,1,"prop:label","pages/agent-performance.tsx"
"Decision accuracy",1,1,"prop:label","pages/agent-performance.tsx"
"Task completion",1,1,"prop:label","pages/agent-performance.tsx"
"Trust scores, revenue attribution, decision accuracy, and adaptive strategies.",1,1,"prop:description","pages/agent-performance.tsx"
"Loading analytics…",1,1,"jsx-text","pages/analytics.tsx"
"Analytics, team performance, activity, cohort analysis, and attribution.",1,1,"jsx-text","pages/analytics.tsx"
"Team",1,1,"jsx-text","pages/analytics.tsx"
"Compromise rate",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Initiator&apos;s position",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"No attribution reports yet. Record agent actions and attribute revenue to generate reports.",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"CEO cognitive model",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Autopilot eligible",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Autopilot",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Average freshness",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Zombies",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Stale",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Resource governor",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Initialize quotas",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"CIRCUIT BREAKER",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"BURST",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Hourly",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Grant delegation",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Spending limit ($)",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Standing",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Patterns",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Staged",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Triggered",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Temporal prediction patterns",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"No patterns yet. Register cause-effect pairs to enable predictive orchestration.",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Decision causality graph",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Deepest chains",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Most cascading",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Negotiations",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Cognitive",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Knowledge",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Governor",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Causality",1,1,"jsx-text","pages/anticipatory-enterprise.tsx"
"Walk-away condition:",1,1,"jsx-text","pages/auction-worksheet.tsx"
"Partner split:",1,1,"jsx-text","pages/auction-worksheet.tsx"
"Max bid $",1,1,"jsx-text","pages/auction-worksheet.tsx"
"Walk away above $",1,1,"jsx-text","pages/auction-worksheet.tsx"
"Walk-away condition (free text)",1,1,"jsx-text","pages/auction-worksheet.tsx"
"Partner split",1,1,"jsx-text","pages/auction-worksheet.tsx"
"+ Add partner",1,1,"jsx-text","pages/auction-worksheet.tsx"
"No bid actions logged yet.",1,1,"jsx-text","pages/auction-worksheet.tsx"
"No listings on the worksheet",1,1,"prop:title","pages/auction-worksheet.tsx"
"Acquisition source",1,1,"prop:title","pages/auction-worksheet.tsx"
"e.g.",1,1,"prop:placeholder","pages/auction-worksheet.tsx"
"Investor name",1,1,"prop:placeholder","pages/auction-worksheet.tsx"
"Auction worksheet",1,1,"prop:label","pages/auction-worksheet.tsx"
"Max bid",1,1,"prop:label","pages/auction-worksheet.tsx"
"Walk away >",1,1,"prop:label","pages/auction-worksheet.tsx"
"Add tax-sale listings to your watchlist via /tax-researcher, then return here to set max bids and walk-away rules before the sale.",1,1,"prop:description","pages/auction-worksheet.tsx"
"Audit log",1,1,"jsx-text","pages/audit-log.tsx"
"Search audit log",1,1,"jsx-text","pages/audit-log.tsx"
"Filter by entity type",1,1,"jsx-text","pages/audit-log.tsx"
"When",1,1,"jsx-text","pages/audit-log.tsx"
"Couldn't load the audit log.",1,1,"jsx-text","pages/audit-log.tsx"
"The records themselves are unchanged — try again.",1,1,"jsx-text","pages/audit-log.tsx"
"Search actions, users, entities…",1,1,"prop:placeholder","pages/audit-log.tsx"
"Joining organization…",1,1,"jsx-text","pages/auth-page.tsx"
"0 && Date.now() - ts",1,1,"jsx-text","pages/auth-page.tsx"
"Refreshing session…",1,1,"jsx-text","pages/auth-page.tsx"
"Signing you in…",1,1,"jsx-text","pages/auth-page.tsx"
"Rule name",1,1,"jsx-text","pages/automation.tsx"
"Trigger event",1,1,"jsx-text","pages/automation.tsx"
"No conditions set. Rule will trigger for all matching events.",1,1,"jsx-text","pages/automation.tsx"
"Add at least one action for this rule.",1,1,"jsx-text","pages/automation.tsx"
"Automation rules",1,1,"jsx-text","pages/automation.tsx"
"Automate workflows based on triggers and conditions",1,1,"jsx-text","pages/automation.tsx"
"No automation rules yet",1,1,"jsx-text","pages/automation.tsx"
"Create your first rule to automate your workflows",1,1,"jsx-text","pages/automation.tsx"
"No executions yet",1,1,"jsx-text","pages/automation.tsx"
"Automation executions will appear here when rules are triggered",1,1,"jsx-text","pages/automation.tsx"
"Create automation rule",1,1,"jsx-text","pages/automation.tsx"
"Edit automation rule",1,1,"jsx-text","pages/automation.tsx"
"Delete automation rule",1,1,"prop:title","pages/automation.tsx"
"e.g., Welcome new leads",1,1,"prop:placeholder","pages/automation.tsx"
"Describe what this rule does…",1,1,"prop:placeholder","pages/automation.tsx"
"Select trigger…",1,1,"prop:placeholder","pages/automation.tsx"
"Field name",1,1,"prop:placeholder","pages/automation.tsx"
"Select action…",1,1,"prop:placeholder","pages/automation.tsx"
"Email subject",1,1,"prop:placeholder","pages/automation.tsx"
"Email body",1,1,"prop:placeholder","pages/automation.tsx"
"Notification message",1,1,"prop:placeholder","pages/automation.tsx"
"Tag name",1,1,"prop:placeholder","pages/automation.tsx"
"Are you sure you want to delete this automation rule? This action cannot be undone.",1,1,"prop:description","pages/automation.tsx"
"bv ? 1 : -1) : (av",1,1,"jsx-text","pages/avm-bulk.tsx"
"Bulk AVM valuation",1,1,"jsx-text","pages/avm-bulk.tsx"
"Upload a CSV of properties to get instant valuations.",1,1,"jsx-text","pages/avm-bulk.tsx"
"Processing properties…",1,1,"jsx-text","pages/avm-bulk.tsx"
"Successful",1,1,"jsx-text","pages/avm-bulk.tsx"
"Avg AVM value",1,1,"jsx-text","pages/avm-bulk.tsx"
"County/state",1,1,"jsx-text","pages/avm-bulk.tsx"
"CSV format guide",1,1,"jsx-text","pages/avm-bulk.tsx"
"Your CSV should have these columns (header row required):",1,1,"jsx-text","pages/avm-bulk.tsx"
"Optional columns: apn, property_type, zoning.",1,1,"jsx-text","pages/avm-bulk.tsx"
"Top factors driving this valuation away from the base estimate",1,1,"jsx-text","pages/avm.tsx"
"SHAP values show each feature&apos;s marginal contribution to the final estimate.",1,1,"jsx-text","pages/avm.tsx"
"Get notified when this property's AVM value moves beyond your threshold.",1,1,"jsx-text","pages/avm.tsx"
